sample_name,unit_name,platform,fq1,fq2,sra
EP177,1,ILLUMINA,/nfs/turbo/umms-mblabns/varlociraptor/data_EP177/fastq.gz,/nfs/turbo/umms-mblabns/varlociraptor/data_EP177/fastq.gz,NA
